locus	intron
34	6:26446213:26448845:clu_83346_NA
34	6:26463753:26465413:clu_83344_NA
34	6:26463753:26465446:clu_83344_NA
34	6:26463753:26466181:clu_83344_NA
34	6:26466316:26468510:clu_83349_NA
34	6:26474624:26476389:clu_83349_NA
34	6:26538729:26540129:clu_83354_NA
34	6:26538729:26545355:clu_83354_NA
34	6:26540254:26545355:clu_83354_NA
34	6:26597451:26598493:clu_83356_NA
34	6:26673968:26687347:clu_83360_NA
34	6:26675145:26675274:clu_83360_NA
34	6:26675145:26681383:clu_83360_NA
34	6:26675422:26676724:clu_83360_NA
34	6:26675422:26677841:clu_83360_NA
34	6:26677310:26677841:clu_83360_NA
34	6:26677930:26680880:clu_83360_NA
34	6:26677930:26681553:clu_83360_NA
34	6:26680978:26683026:clu_83360_NA
34	6:26681627:26687347:clu_83360_NA
34	6:26787871:26846479:clu_83363_NA
34	6:26796219:26799487:clu_83363_NA
34	6:26796219:26846479:clu_83363_NA
34	6:26827745:26846479:clu_83363_NA
34	6:26834080:26846479:clu_83363_NA
34	6:26846194:26846479:clu_83363_NA
34	6:26851296:26892899:clu_83364_NA
34	6:26892271:26892899:clu_83364_NA
34	6:26893054:26924245:clu_83365_NA
34	6:27331081:27335296:clu_83378_NA
34	6:27331081:27337915:clu_83378_NA
34	6:27335391:27337915:clu_83378_NA
34	6:27338003:27342973:clu_83378_NA
34	6:27656281:27670093:clu_83387_NA
34	6:28090989:28093401:clu_83407_NA
34	6:28090989:28104532:clu_83407_NA
34	6:28092455:28093191:clu_83411_NA
35	6:49431166:49437853:clu_84956_NA
36	6:159058926:159062351:clu_87505_NA
36	6:159083844:159084005:clu_87507_NA
36	6:159178413:159181672:clu_87513_NA
36	6:159316372:159397771:clu_87521_NA
36	6:159316372:159398515:clu_87521_NA
36	6:159358997:159398515:clu_87521_NA
36	6:159368708:159398515:clu_87521_NA
36	6:159368941:159369061:clu_87521_NA
36	6:159368941:159397771:clu_87521_NA
36	6:159368941:159398515:clu_87521_NA
36	6:159369148:159397771:clu_87521_NA
36	6:159390823:159397771:clu_87521_NA
36	6:159390823:159398515:clu_87521_NA
36	6:159393625:159397771:clu_87521_NA
36	6:159394264:159397771:clu_87521_NA
36	6:159398180:159398515:clu_87521_NA
36	6:159421424:159461491:clu_87525_NA
36	6:159421424:159461951:clu_87525_NA
36	6:159463340:159468710:clu_87525_NA
36	6:160062797:160103506:clu_87545_NA
36	6:160103670:160109158:clu_87546_NA
36	6:160106065:160113693:clu_87546_NA
36	6:160113895:160147884:clu_87547_NA
36	6:160113895:160148298:clu_87547_NA
36	6:160171042:160174492:clu_87550_NA
36	6:160183511:160183951:clu_87562_NA
36	6:160183742:160183951:clu_87562_NA
36	6:160208903:160209090:clu_87570_NA
36	6:160208903:160210437:clu_87570_NA
36	6:160211092:160211972:clu_87564_NA
36	6:160468368:160468824:clu_87583_NA
36	6:160491090:160492942:clu_87585_NA
36	6:160888049:160898161:clu_87605_NA
36	6:160888049:160899540:clu_87605_NA
36	6:160898320:160899540:clu_87605_NA
36	6:160899720:160901183:clu_87606_NA
36	6:161510503:161512411:clu_87633_NA
36	6:161514883:161518112:clu_87634_NA
36	6:161574531:161575181:clu_87639_NA
36	6:161653334:161694850:clu_87647_NA
37	6:161990448:162109758:clu_87650_NA
37	6:163149423:163214414:clu_87666_NA
37	6:163235313:163313887:clu_87667_NA
37	6:163510440:163545595:clu_87669_NA
37	6:163899928:163983014:clu_87683_NA
38	7:550633:551988:clu_100200_NA
38	7:552092:557031:clu_100197_NA
38	7:552092:557035:clu_100197_NA
38	7:766952:768659:clu_100227_NA
38	7:766952:780456:clu_100227_NA
38	7:769484:769578:clu_100227_NA
38	7:769484:794226:clu_100227_NA
38	7:883157:891587:clu_100231_NA
38	7:893222:894557:clu_100233_NA
38	7:893255:894557:clu_100233_NA
38	7:938586:938670:clu_100248_NA
38	7:938586:938678:clu_100248_NA
38	7:1049779:1049868:clu_100252_NA
38	7:1167022:1168753:clu_100267_NA
38	7:1167022:1176951:clu_100267_NA
38	7:1167022:1177825:clu_100267_NA
38	7:1167022:1177835:clu_100267_NA
38	7:1167022:1177854:clu_100267_NA
38	7:1167022:1195089:clu_100267_NA
38	7:1177040:1177825:clu_100267_NA
38	7:1187559:1195089:clu_100267_NA
38	7:1191980:1192709:clu_100267_NA
38	7:1191980:1195089:clu_100267_NA
38	7:1192860:1195089:clu_100267_NA
38	7:1200259:1201000:clu_100269_NA
38	7:1200259:1201988:clu_100269_NA
38	7:1200259:1202093:clu_100269_NA
38	7:1200259:1202405:clu_100269_NA
38	7:1200259:1202598:clu_100269_NA
38	7:1200259:1203088:clu_100269_NA
38	7:1201317:1201988:clu_100269_NA
38	7:1201317:1203797:clu_100269_NA
38	7:1202364:1203088:clu_100269_NA
38	7:1202853:1202979:clu_100269_NA
38	7:1202853:1203088:clu_100269_NA
38	7:1202853:1203797:clu_100269_NA
38	7:1203131:1203797:clu_100269_NA
38	7:1203131:1204088:clu_100269_NA
38	7:1468427:1476378:clu_100279_NA
38	7:1474308:1474737:clu_100279_NA
38	7:1474783:1476378:clu_100279_NA
38	7:1477989:1478476:clu_100282_NA
38	7:1478627:1479561:clu_100283_NA
38	7:1478631:1479561:clu_100283_NA
38	7:1487401:1488256:clu_100286_NA
38	7:1517572:1518002:clu_100294_NA
38	7:1518521:1519066:clu_100296_NA
38	7:1534267:1534452:clu_100302_NA
38	7:1540108:1542537:clu_100306_NA
38	7:1615524:1624020:clu_100316_NA
38	7:1619040:1624020:clu_100316_NA
38	7:1705806:1726338:clu_100323_NA
38	7:1705806:1726371:clu_100323_NA
38	7:1705806:1727694:clu_100323_NA
38	7:1705806:1745620:clu_100323_NA
38	7:1705806:1747710:clu_100323_NA
38	7:1709990:1783940:clu_100323_NA
38	7:1727786:1745620:clu_100323_NA
38	7:2259091:2262210:clu_100339_NA
38	7:2275199:2277650:clu_100341_NA
38	7:2275199:2279053:clu_100341_NA
38	7:2278572:2279053:clu_100341_NA
38	7:2419146:2420050:clu_100350_NA
38	7:2644625:2645510:clu_100392_NA
38	7:2878757:2883487:clu_100410_NA
39	7:550633:551988:clu_100200_NA
39	7:552092:557031:clu_100197_NA
39	7:552092:557035:clu_100197_NA
39	7:766952:768659:clu_100227_NA
39	7:766952:780456:clu_100227_NA
39	7:769484:769578:clu_100227_NA
39	7:938586:938670:clu_100248_NA
39	7:938586:938678:clu_100248_NA
39	7:1049779:1049868:clu_100252_NA
39	7:1167022:1168753:clu_100267_NA
39	7:1167022:1176951:clu_100267_NA
39	7:1167022:1177825:clu_100267_NA
39	7:1167022:1177835:clu_100267_NA
39	7:1167022:1177854:clu_100267_NA
39	7:1167022:1195089:clu_100267_NA
39	7:1177040:1177825:clu_100267_NA
39	7:1187559:1195089:clu_100267_NA
39	7:1191980:1192709:clu_100267_NA
39	7:1191980:1195089:clu_100267_NA
39	7:1192860:1195089:clu_100267_NA
39	7:1200259:1201000:clu_100269_NA
39	7:1200259:1201988:clu_100269_NA
39	7:1200259:1202093:clu_100269_NA
39	7:1200259:1202405:clu_100269_NA
39	7:1200259:1202598:clu_100269_NA
39	7:1200259:1203088:clu_100269_NA
39	7:1201317:1201988:clu_100269_NA
39	7:1201317:1203797:clu_100269_NA
39	7:1202364:1203088:clu_100269_NA
39	7:1202853:1202979:clu_100269_NA
39	7:1202853:1203088:clu_100269_NA
39	7:1202853:1203797:clu_100269_NA
39	7:1203131:1203797:clu_100269_NA
39	7:1203131:1204088:clu_100269_NA
39	7:1468427:1476378:clu_100279_NA
39	7:1474308:1474737:clu_100279_NA
39	7:1474783:1476378:clu_100279_NA
39	7:1477989:1478476:clu_100282_NA
39	7:1478627:1479561:clu_100283_NA
39	7:1478631:1479561:clu_100283_NA
39	7:1517572:1518002:clu_100294_NA
39	7:1518521:1519066:clu_100296_NA
39	7:1534267:1534452:clu_100302_NA
39	7:1540108:1542537:clu_100306_NA
39	7:1615524:1624020:clu_100316_NA
39	7:1619040:1624020:clu_100316_NA
39	7:1705806:1726338:clu_100323_NA
39	7:1705806:1726371:clu_100323_NA
39	7:1705806:1727694:clu_100323_NA
39	7:1705806:1745620:clu_100323_NA
39	7:1705806:1747710:clu_100323_NA
39	7:1709990:1783940:clu_100323_NA
39	7:1727786:1745620:clu_100323_NA
39	7:1745829:1748727:clu_100323_NA
39	7:2259091:2262210:clu_100339_NA
39	7:2275199:2277650:clu_100341_NA
39	7:2275199:2279053:clu_100341_NA
39	7:2278572:2279053:clu_100341_NA
39	7:2297149:2297370:clu_100347_NA
39	7:2419146:2420050:clu_100350_NA
39	7:2562690:2564329:clu_100366_NA
39	7:2626005:2627199:clu_100388_NA
39	7:2627311:2627456:clu_100388_NA
39	7:2627511:2628033:clu_100389_NA
39	7:2644625:2645510:clu_100392_NA
39	7:2698649:2699574:clu_100399_NA
39	7:2878757:2883487:clu_100410_NA
39	7:3479900:3658712:clu_100421_NA
4	1:42847450:42862111:clu_10597_NA
4	1:42922254:42922918:clu_10603_NA
4	1:42922473:42922918:clu_10603_NA
4	1:43119114:43119497:clu_10614_NA
4	1:43220888:43223454:clu_10625_NA
4	1:43222126:43222251:clu_10625_NA
4	1:43222536:43223454:clu_10625_NA
4	1:43282251:43282425:clu_10629_NA
4	1:43291409:43296115:clu_10634_NA
4	1:43296786:43300709:clu_10634_NA
4	1:43315084:43315382:clu_10639_NA
4	1:43681064:43736577:clu_10659_NA
4	1:43703350:43705633:clu_10659_NA
4	1:43713630:43727513:clu_10659_NA
4	1:43727577:43736577:clu_10659_NA
4	1:43727589:43736416:clu_10659_NA
4	1:43727589:43736577:clu_10659_NA
4	1:43775203:43776285:clu_10671_NA
4	1:43831294:43850717:clu_10681_NA
4	1:43853278:43853981:clu_10683_NA
4	1:43870221:43875164:clu_10686_NA
4	1:43886974:43888151:clu_10690_NA
4	1:43893116:43893201:clu_10695_NA
4	1:43893405:43893674:clu_10696_NA
4	1:43894157:43895374:clu_10697_NA
4	1:43913369:43913520:clu_10712_NA
4	1:43996761:44003869:clu_10724_NA
4	1:44085529:44085766:clu_10735_NA
4	1:44085892:44086125:clu_10735_NA
4	1:44118984:44119334:clu_10737_NA
4	1:44132226:44132543:clu_10739_NA
4	1:44386600:44387115:clu_10746_NA
4	1:44386600:44395691:clu_10746_NA
4	1:44432454:44432987:clu_10761_NA
4	1:44436892:44437059:clu_10768_NA
4	1:44440286:44441472:clu_10769_NA
4	1:44440779:44441762:clu_10769_NA
4	1:44441646:44441762:clu_10769_NA
4	1:44475768:44489920:clu_10783_NA
4	1:44680113:44680211:clu_10793_NA
4	1:45140545:45153868:clu_10816_NA
4	1:45162842:45166595:clu_10816_NA
4	1:45189578:45189794:clu_10816_NA
4	1:45277770:45278224:clu_10845_NA
4	1:45295205:45295286:clu_10857_NA
4	1:45435716:45443987:clu_10853_NA
4	1:45478691:45478964:clu_10870_NA
4	1:45813672:45851584:clu_10892_NA
4	1:45851632:45887397:clu_10892_NA
40	7:1745829:1748727:clu_100323_NA
40	7:2297149:2297370:clu_100347_NA
40	7:2562690:2564329:clu_100366_NA
40	7:2581256:2581352:clu_100379_NA
40	7:2626005:2627199:clu_100388_NA
40	7:2627311:2627456:clu_100388_NA
40	7:2627511:2628033:clu_100389_NA
40	7:2698649:2699574:clu_100399_NA
40	7:3479888:3480968:clu_100421_NA
40	7:3479900:3480968:clu_100421_NA
40	7:3479900:3658712:clu_100421_NA
40	7:3625823:3658712:clu_100421_NA
40	7:3656214:3658712:clu_100421_NA
40	7:3678753:3681590:clu_100427_NA
40	7:3679621:3681590:clu_100427_NA
40	7:3991552:3998563:clu_100433_NA
40	7:4002483:4006950:clu_100434_NA
40	7:4091462:4107470:clu_100440_NA
40	7:4107568:4116630:clu_100440_NA
40	7:4108496:4116630:clu_100440_NA
40	7:4830222:4830441:clu_100471_NA
40	7:4837308:4839261:clu_100473_NA
40	7:4877556:4917236:clu_100478_NA
40	7:4972965:4998602:clu_100480_NA
40	7:5024706:5036241:clu_100485_NA
40	7:5035213:5036241:clu_100485_NA
40	7:5232976:5239207:clu_100494_NA
40	7:5334565:5335965:clu_100501_NA
40	7:5347943:5348506:clu_100506_NA
41	7:76908418:76909746:clu_102713_NA
41	7:76940766:76941418:clu_102716_NA
41	7:77200503:77214860:clu_102732_NA
41	7:77288635:77291963:clu_102737_NA
41	7:77292234:77314519:clu_102737_NA
41	7:77292234:77325213:clu_102737_NA
41	7:77313568:77314519:clu_102737_NA
41	7:77314645:77325213:clu_102737_NA
41	7:77668948:77708264:clu_102752_NA
41	7:77967142:77973095:clu_102757_NA
41	7:78131104:78150747:clu_102760_NA
41	7:78148443:78150747:clu_102760_NA
41	7:78150962:78183884:clu_102765_NA
41	7:78150962:78256436:clu_102765_NA
41	7:78183988:78256436:clu_102765_NA
41	7:79044990:79082336:clu_102767_NA
41	7:79084323:79087975:clu_102770_NA
41	7:79084323:79088182:clu_102770_NA
41	7:79765388:79818267:clu_102779_NA
44	8:8775721:8784501:clu_96484_NA
44	8:8820053:8836507:clu_96485_NA
44	8:8865658:8869052:clu_96490_NA
44	8:8866720:8869052:clu_96490_NA
44	8:9758122:9761580:clu_96512_NA
44	8:9761680:9762042:clu_96515_NA
44	8:9836989:9848136:clu_96517_NA
44	8:9844708:9848136:clu_96517_NA
44	8:9912168:10006658:clu_96522_NA
44	8:10006774:10065343:clu_96522_NA
44	8:10071428:10102614:clu_96522_NA
44	8:10328532:10331326:clu_96527_NA
44	8:10328532:10331729:clu_96527_NA
44	8:10331672:10331965:clu_96533_NA
44	8:10334793:10334953:clu_96528_NA
44	8:10334793:10335271:clu_96528_NA
44	8:10337702:10337910:clu_96529_NA
44	8:10340804:10342683:clu_96530_NA
44	8:10342791:10344971:clu_96530_NA
44	8:10342791:10345921:clu_96530_NA
44	8:10623426:10646204:clu_96539_NA
44	8:10689253:10692176:clu_96542_NA
44	8:10708241:10710218:clu_96545_NA
44	8:10745650:10756125:clu_96543_NA
44	8:10747455:10756125:clu_96543_NA
44	8:10756238:10782144:clu_96543_NA
44	8:10881444:10892624:clu_96548_NA
44	8:11195759:11197145:clu_96559_NA
44	8:11215687:11219144:clu_96563_NA
44	8:11216793:11218983:clu_96563_NA
44	8:11216793:11219144:clu_96563_NA
44	8:11216793:11220417:clu_96563_NA
44	8:11216793:11222229:clu_96563_NA
44	8:11219316:11220417:clu_96563_NA
44	8:11283473:11301540:clu_96561_NA
44	8:11696082:11702608:clu_96585_NA
44	8:11826227:11872340:clu_96595_NA
44	8:11845292:11872340:clu_96595_NA
44	8:11867361:11872340:clu_96595_NA
44	8:11867402:11867687:clu_96595_NA
44	8:12003209:12003457:clu_96597_NA
44	8:12034474:12034891:clu_96597_NA
44	8:12037953:12282411:clu_96599_NA
45	8:52284641:52320627:clu_97715_NA
45	8:52322121:52323105:clu_97715_NA
45	8:52322121:52323810:clu_97715_NA
45	8:52384864:52387532:clu_97720_NA
45	8:52746249:52752007:clu_97723_NA
45	8:52746249:52773405:clu_97723_NA
45	8:52773806:52775395:clu_97723_NA
45	8:52812006:52823980:clu_97726_NA
45	8:52812006:52825617:clu_97726_NA
45	8:52812585:52858996:clu_97726_NA
45	8:52812767:52823980:clu_97726_NA
45	8:53025353:53028835:clu_97728_NA
45	8:53682650:53689006:clu_97747_NA
45	8:54793644:54826057:clu_97767_NA
45	8:54967693:54975888:clu_97774_NA
46	8:93088365:93115085:clu_98578_NA
46	8:93898963:93904217:clu_98594_NA
46	8:93907241:93929157:clu_98595_NA
46	8:93929238:93966634:clu_98595_NA
46	8:93966792:93978036:clu_98595_NA
46	8:93966792:94029690:clu_98595_NA
46	8:93966792:94029837:clu_98595_NA
46	8:94823539:94827533:clu_98626_NA
47	8:141523867:141524468:clu_99565_NA
47	8:141595410:141615896:clu_99571_NA
47	8:141679834:141684397:clu_99573_NA
47	8:141771361:141772467:clu_99576_NA
47	8:142161936:142165929:clu_99588_NA
47	8:142166069:142175285:clu_99589_NA
47	8:142170886:142175285:clu_99589_NA
47	8:142185558:142186690:clu_99592_NA
47	8:142199245:142200383:clu_99601_NA
47	8:142199245:142202430:clu_99601_NA
47	8:142200516:142202430:clu_99601_NA
47	8:142231864:142309498:clu_99605_NA
47	8:142402184:142418077:clu_99612_NA
47	8:142402184:142431488:clu_99612_NA
47	8:142437169:142441027:clu_99615_NA
47	8:142437924:142441027:clu_99615_NA
47	8:143353052:143354418:clu_99643_NA
47	8:143353052:143356142:clu_99643_NA
47	8:143354948:143356142:clu_99643_NA
47	8:143356224:143365774:clu_99643_NA
47	8:143361685:143365774:clu_99643_NA
47	8:143363308:143365774:clu_99643_NA
47	8:143382008:143412262:clu_99644_NA
47	8:143396450:143412262:clu_99644_NA
47	8:143425833:143435998:clu_99645_NA
47	8:143427253:143484465:clu_99645_NA
47	8:144120986:144129096:clu_99717_NA
47	8:144333510:144340470:clu_99739_NA
47	8:144333510:144356874:clu_99739_NA
47	8:144337292:144341945:clu_99739_NA
48	9:13133899:13134137:clu_33708_NA
48	9:13147657:13150510:clu_33710_NA
48	9:14102509:14120439:clu_33732_NA
48	9:14621638:14622539:clu_33754_NA
48	9:14640010:14652736:clu_33755_NA
48	9:14672887:14674302:clu_33757_NA
48	9:14674383:14677296:clu_33757_NA
48	9:14770804:14774063:clu_33764_NA
48	9:14770804:14775787:clu_33764_NA
48	9:14776251:14784368:clu_33768_NA
48	9:14816869:14819232:clu_33773_NA
48	9:14819440:14823158:clu_33774_NA
48	9:14824990:14841445:clu_33775_NA
48	9:14846089:14848663:clu_33777_NA
48	9:14857747:14859154:clu_33778_NA
48	9:14869242:14877360:clu_33780_NA
48	9:14869242:14896793:clu_33780_NA
48	9:14869242:14909912:clu_33780_NA
48	9:14869242:14910153:clu_33780_NA
48	9:14869242:14931624:clu_33780_NA
48	9:14908890:14909912:clu_33780_NA
48	9:14909174:14909912:clu_33780_NA
48	9:14910234:14911596:clu_33780_NA
48	9:14916340:14918116:clu_33780_NA
48	9:14943687:14987891:clu_33780_NA
48	9:14987954:14992527:clu_33782_NA
48	9:14989338:14992527:clu_33782_NA
48	9:14989338:14993147:clu_33782_NA
48	9:14990343:14990984:clu_33782_NA
48	9:14990343:14992527:clu_33782_NA
48	9:14990343:14993147:clu_33782_NA
48	9:14990343:14993698:clu_33782_NA
48	9:14990343:15047897:clu_33782_NA
48	9:14991250:14992527:clu_33782_NA
48	9:14992752:14992996:clu_33782_NA
48	9:14992752:14993014:clu_33782_NA
48	9:14992752:14993147:clu_33782_NA
48	9:15000539:15001632:clu_33784_NA
48	9:15001730:15011674:clu_33784_NA
48	9:15007880:15011674:clu_33784_NA
48	9:15011761:15017353:clu_33784_NA
48	9:15447247:15451318:clu_33792_NA
48	9:15451400:15453039:clu_33792_NA
48	9:15506631:15510115:clu_33798_NA
48	9:15552958:15563976:clu_33801_NA
48	9:15553300:15563976:clu_33801_NA
48	9:15564127:15578847:clu_33801_NA
48	9:15579021:15587560:clu_33805_NA
48	9:15874661:15887925:clu_33812_NA
48	9:15888086:15892528:clu_33812_NA
49	10:94397066:94397148:clu_20330_NA
49	10:94450104:94451327:clu_20331_NA
49	10:94452509:94454304:clu_20332_NA
49	10:94688179:94693901:clu_20335_NA
49	10:94693947:94694067:clu_20335_NA
49	10:94833880:94834065:clu_20341_NA
49	10:94834826:94834906:clu_20341_NA
49	10:95082930:95085583:clu_20350_NA
49	10:95084324:95085583:clu_20350_NA
49	10:95099921:95103613:clu_20351_NA
49	10:95115493:95116432:clu_20352_NA
49	10:95116605:95119590:clu_20353_NA
49	10:95132842:95134520:clu_20354_NA
49	10:95141153:95147554:clu_20356_NA
49	10:95148911:95152674:clu_20357_NA
49	10:95148911:95155899:clu_20357_NA
49	10:95191273:95211807:clu_20362_NA
49	10:95215257:95216639:clu_20363_NA
49	10:95259991:95262870:clu_20365_NA
49	10:95360256:95360424:clu_20368_NA
49	10:95459863:95461433:clu_20376_NA
49	10:95459863:95461931:clu_20376_NA
49	10:95459863:95462132:clu_20376_NA
49	10:95461552:95462132:clu_20376_NA
49	10:95553107:95557506:clu_20383_NA
49	10:95746742:95747478:clu_20385_NA
49	10:95746742:95748253:clu_20385_NA
49	10:95747630:95748253:clu_20385_NA
49	10:95765291:95790440:clu_20386_NA
49	10:96039668:96042548:clu_20396_NA
49	10:96084861:96084960:clu_20403_NA
49	10:96084861:96087725:clu_20403_NA
49	10:96084866:96087725:clu_20403_NA
49	10:96117972:96121422:clu_20409_NA
49	10:96121198:96121422:clu_20409_NA
49	10:96256929:96290959:clu_20413_NA
49	10:96305419:96306134:clu_20419_NA
49	10:96827448:96828324:clu_20438_NA
49	10:96985468:96987104:clu_20438_NA
49	10:96985468:96988095:clu_20438_NA
49	10:97424057:97442408:clu_20460_NA
5	1:95286034:95286505:clu_12327_NA
5	1:95699871:95702904:clu_12342_NA
5	1:95699871:95718042:clu_12342_NA
5	1:95703016:95705333:clu_12342_NA
5	1:95714395:95718042:clu_12342_NA
5	1:98539107:98736151:clu_12391_NA
50	10:104831596:104835819:clu_20993_NA
50	10:105145247:105146932:clu_21027_NA
50	10:105345090:105348442:clu_21037_NA
50	10:105345177:105371338:clu_21037_NA
50	10:105697626:105719521:clu_21053_NA
50	10:105719598:105720874:clu_21056_NA
50	10:105726001:105726489:clu_21056_NA
50	10:105881954:105882723:clu_21066_NA
50	10:105891954:105892531:clu_21070_NA
50	10:105920920:105921719:clu_21076_NA
50	10:105926476:105928502:clu_21072_NA
50	10:105974184:105990348:clu_21086_NA
50	10:105985315:106028311:clu_21086_NA
50	10:105985315:106028433:clu_21086_NA
50	10:105990382:105991940:clu_21086_NA
50	10:105990601:105992068:clu_21086_NA
50	10:106019556:106022737:clu_21091_NA
50	10:106022835:106025842:clu_21091_NA
50	10:106037874:106057336:clu_21092_NA
50	10:106039229:106057336:clu_21092_NA
50	10:106075822:106076125:clu_21098_NA
50	10:106124557:106125572:clu_21100_NA
50	10:106667292:106675591:clu_21107_NA
51	10:104831596:104835819:clu_20993_NA
51	10:105145247:105146932:clu_21027_NA
51	10:105345090:105348442:clu_21037_NA
51	10:105345177:105371338:clu_21037_NA
51	10:105697626:105719521:clu_21053_NA
51	10:105719598:105720874:clu_21056_NA
51	10:105726001:105726489:clu_21056_NA
51	10:105881954:105882723:clu_21066_NA
51	10:105891954:105892531:clu_21070_NA
51	10:105920920:105921719:clu_21076_NA
51	10:105926476:105928502:clu_21072_NA
51	10:105974184:105990348:clu_21086_NA
51	10:105985315:106028311:clu_21086_NA
51	10:105985315:106028433:clu_21086_NA
51	10:105990382:105991940:clu_21086_NA
51	10:105990601:105992068:clu_21086_NA
51	10:106019556:106022737:clu_21091_NA
51	10:106022835:106025842:clu_21091_NA
51	10:106037874:106057336:clu_21092_NA
51	10:106039229:106057336:clu_21092_NA
51	10:106075822:106076125:clu_21098_NA
51	10:106124557:106125572:clu_21100_NA
51	10:106667292:106675591:clu_21107_NA
52	11:27661552:27680718:clu_29075_NA
52	11:27680132:27741976:clu_29077_NA
52	11:28090970:28098554:clu_29085_NA
52	11:28119540:28129632:clu_29087_NA
52	11:28131948:28134865:clu_29091_NA
52	11:28131948:28232609:clu_29091_NA
52	11:28147218:28156093:clu_29091_NA
52	11:28156192:28167051:clu_29091_NA
52	11:28383583:28388982:clu_29094_NA
52	11:28429671:28445846:clu_29094_NA
53	12:57637739:57637920:clu_68407_NA
53	12:57637739:57693660:clu_68407_NA
53	12:57697000:57699423:clu_68413_NA
53	12:57697000:57704047:clu_68413_NA
53	12:57699446:57704047:clu_68413_NA
53	12:57858651:57859390:clu_68429_NA
53	12:57883841:57883990:clu_68444_NA
53	12:57884427:57891940:clu_68445_NA
53	12:57888253:57891940:clu_68445_NA
53	12:57914526:57917812:clu_68454_NA
53	12:57922792:57922947:clu_68461_NA
53	12:57989005:57989671:clu_68476_NA
53	12:57989814:57992848:clu_68476_NA
53	12:58005774:58006539:clu_68483_NA
53	12:58005774:58006713:clu_68483_NA
53	12:58007543:58007799:clu_68485_NA
53	12:58007902:58008114:clu_68485_NA
53	12:58008800:58009024:clu_68487_NA
53	12:58013196:58013396:clu_68490_NA
53	12:58016920:58017334:clu_68493_NA
53	12:58016920:58017619:clu_68493_NA
53	12:58016920:58018649:clu_68493_NA
53	12:58017414:58017619:clu_68493_NA
53	12:58017696:58018283:clu_68493_NA
53	12:58017696:58018649:clu_68493_NA
53	12:58018110:58018283:clu_68493_NA
53	12:58018939:58019193:clu_68496_NA
53	12:58112159:58112776:clu_68511_NA
53	12:58112204:58112776:clu_68511_NA
53	12:58120161:58120748:clu_68517_NA
53	12:58127956:58128102:clu_68522_NA
53	12:58166911:58176893:clu_68534_NA
53	12:58177066:58177398:clu_68534_NA
53	12:58177066:58179946:clu_68534_NA
53	12:58177435:58179946:clu_68534_NA
53	12:58177953:58179946:clu_68534_NA
53	12:58186856:58201647:clu_68536_NA
53	12:58220880:58221317:clu_68547_NA
53	12:56405462:56415165:clu_68188_NA
53	12:56408536:56415165:clu_68188_NA
53	12:56490630:56490893:clu_68199_NA
53	12:56546415:56547593:clu_68179_NA
53	12:56637176:56637569:clu_68243_NA
53	12:56637660:56637835:clu_68243_NA
53	12:56693971:56706191:clu_68256_NA
53	12:56706283:56708313:clu_68256_NA
53	12:56726992:56727646:clu_68277_NA
53	12:56862460:56956201:clu_68304_NA
53	12:57146365:57167618:clu_68344_NA
53	12:57463089:57464603:clu_68359_NA
53	12:57499382:57499902:clu_68373_NA
53	12:57499382:57499974:clu_68373_NA
53	12:57538883:57539010:clu_68378_NA
53	12:57584792:57586628:clu_68387_NA
53	12:57588482:57588773:clu_68390_NA
53	12:57631696:57634821:clu_68406_NA
54	12:88570096:88581613:clu_69171_NA
54	12:88909394:88910111:clu_69174_NA
54	12:89853815:89854781:clu_69191_NA
54	12:89861462:89885713:clu_69192_NA
54	12:89864271:89865391:clu_69192_NA
54	12:89918410:89933885:clu_69198_NA
54	12:89993076:89995103:clu_69202_NA
55	13:110895081:110952566:clu_93292_NA
55	13:111081080:111082232:clu_93297_NA
55	13:111156611:111158762:clu_93305_NA
55	13:111268121:111274563:clu_93307_NA
55	13:111298437:111298852:clu_93312_NA
55	13:111335481:111353785:clu_93318_NA
55	13:111340365:111350265:clu_93318_NA
55	13:111350314:111353785:clu_93318_NA
55	13:111353902:111365484:clu_93319_NA
55	13:111368355:111371576:clu_93310_NA
55	13:111370189:111371576:clu_93310_NA
55	13:111545610:111555823:clu_93324_NA
55	13:111545610:111558380:clu_93324_NA
55	13:111546549:111546632:clu_93324_NA
55	13:111546740:111558380:clu_93324_NA
55	13:111742778:111765988:clu_93329_NA
55	13:111749219:111750730:clu_93329_NA
55	13:111932697:111932885:clu_93335_NA
56	18:21119434:21119775:clu_64347_NA
56	18:21128072:21131591:clu_64350_NA
56	18:21140444:21141324:clu_64352_NA
56	18:21197791:21199359:clu_64355_NA
56	18:21484658:21485486:clu_64380_NA
56	18:21496659:21500899:clu_64384_NA
56	18:21513899:21519187:clu_64387_NA
56	18:21526248:21526441:clu_64389_NA
56	18:21595002:21595773:clu_64393_NA
56	18:22020582:22023013:clu_64418_NA
56	18:22020582:22023064:clu_64418_NA
56	18:22672045:22775124:clu_64435_NA
56	18:22804079:22804309:clu_64435_NA
56	18:23658124:23662327:clu_64446_NA
56	18:23937758:23939867:clu_64457_NA
56	18:23937758:23981633:clu_64457_NA
56	18:23949499:23969809:clu_64457_NA
56	18:23964918:23969809:clu_64457_NA
56	18:24039889:24126692:clu_64461_NA
56	18:24056623:24077673:clu_64461_NA
56	18:24056623:24237324:clu_64461_NA
56	18:24081214:24161615:clu_64461_NA
57	18:48703946:48716371:clu_64975_NA
57	18:50451740:50589675:clu_65001_NA
57	18:50589829:50592416:clu_65001_NA
