locus	probe
20	chr3:49735959:49736413:clu_139527_
20	chr3:49738142:49738924:clu_139511_
20	chr3:49738142:49738966:clu_139511_
20	ENSG00000164068.16
20	chr3:49751607:49752925:clu_139534_
20	chr3:49751607:49753008:clu_139534_
20	ENSG00000173540.14
20	chr3:49785601:49822826:clu_27941_
20	chr3:49822933:49823787:clu_27941_
20	chr3:49849976:49850081:clu_28059_
20	ENSG00000164076.17
20	chr3:49948317:49950653:clu_28082_
20	ENSG00000164077.14
20	chr3:50000118:50009492:clu_139195_
20	ENSG00000004534.15
20	ENSG00000003756.17
20	chr3:50211319:50211485:clu_139634_
20	chr3:50221697:50222025:clu_139637_
20	chr3:50304319:50304713:clu_28190_
20	chr3:50304319:50304901:clu_28190_
20	chr3:50304319:50305602:clu_28190_
20	chr3:50305185:50305602:clu_28190_
20	chr3:50305185:50307604:clu_28190_
20	chr3:50326791:50326878:clu_28200_
20	ENSG00000186792.17
20	ENSG00000243477.6
20	chr3:50597168:50598348:clu_28236_
20	chr3:50597168:50599153:clu_28236_
20	chr3:50597168:50604894:clu_28236_
20	ENSG00000088543.15
20	chr3:50609232:50614483:clu_139699_
20	ENSG00000114735.10
20	ENSG00000145050.19
20	chr3:51674015:51675769:clu_139790_
20	ENSG00000090097.22
20	chr3:52445355:52448512:clu_139910_
20	chr3:52720218:52720785:clu_139982_
21	chr3:48289167:48302303:clu_139137_
21	chr3:48298512:48299419:clu_139137_
21	chr3:48299451:48302303:clu_139137_
21	ENSG00000164048.14
21	chr3:48340013:48342017:clu_27582_
21	ENSG00000232112.3
21	ENSG00000164053.21
21	chr3:48507708:48508139:clu_139162_
21	chr3:48507708:48508464:clu_139162_
21	ENSG00000213689.14
21	chr3:48627990:48628106:clu_27658_
21	chr3:48628017:48628106:clu_27658_
21	chr3:48670465:48670684:clu_27678_
21	chr3:48716616:48716810:clu_27637_
21	ENSG00000213672.8
21	chr3:48719568:48719781:clu_27638_
21	chr3:48719589:48719781:clu_27638_
21	chr3:48730612:48732523:clu_27639_
21	chr3:48731673:48731892:clu_27639_
21	chr3:48731673:48732127:clu_27639_
21	chr3:48731673:48732523:clu_27639_
21	chr3:48731958:48732523:clu_27639_
21	chr3:48732257:48732523:clu_27639_
21	chr3:48732851:48754590:clu_27640_
21	chr3:48732854:48754590:clu_27640_
21	ENSG00000068745.15
21	chr3:48752960:48754590:clu_27640_
21	chr3:48960244:48962151:clu_139218_
21	chr3:48960244:48964895:clu_139218_
21	chr3:48962272:48964895:clu_139218_
21	ENSG00000177479.20
21	ENSG00000178467.18
21	ENSG00000178252.18
21	chr3:49138107:49138788:clu_27808_
21	chr3:49139138:49139261:clu_27808_
21	ENSG00000188315.8
21	ENSG00000114316.13
21	ENSG00000233276.8
21	chr3:49395180:49395460:clu_27458_
21	chr3:49395180:49395598:clu_27458_
21	ENSG00000283189.2
21	chr3:49462871:49463316:clu_27461_
21	ENSG00000164061.5
21	chr3:49721622:49721747:clu_28004_
21	chr3:49721622:49721804:clu_28004_
21	chr3:49722518:49722655:clu_28009_
21	chr3:49722522:49722655:clu_28009_
21	ENSG00000173531.15
21	chr3:49724718:49724989:clu_28012_
21	chr3:49735570:49735763:clu_139526_
21	chr3:49735959:49736413:clu_139527_
21	chr3:49738142:49738924:clu_139511_
21	chr3:49738142:49738966:clu_139511_
21	ENSG00000164068.16
21	chr3:49751607:49752925:clu_139534_
21	chr3:49751607:49753008:clu_139534_
21	ENSG00000173540.14
21	chr3:49785601:49822826:clu_27941_
21	chr3:49822933:49823787:clu_27941_
21	chr3:49849976:49850081:clu_28059_
21	ENSG00000164076.17
21	chr3:49948317:49950653:clu_28082_
21	ENSG00000164077.14
21	chr3:50000118:50009492:clu_139195_
21	ENSG00000004534.15
21	ENSG00000003756.17
21	chr3:50211319:50211485:clu_139634_
21	chr3:50221697:50222025:clu_139637_
21	chr3:50304319:50304713:clu_28190_
21	chr3:50304319:50304901:clu_28190_
21	chr3:50304319:50305602:clu_28190_
21	chr3:50305185:50305602:clu_28190_
21	chr3:50305185:50307604:clu_28190_
21	chr3:50326791:50326878:clu_28200_
21	ENSG00000186792.17
21	ENSG00000243477.6
21	chr3:50597168:50598348:clu_28236_
21	chr3:50597168:50599153:clu_28236_
21	chr3:50597168:50604894:clu_28236_
21	ENSG00000088543.15
21	chr3:50609232:50614483:clu_139699_
21	ENSG00000114735.10
21	ENSG00000145050.19
21	chr3:51674015:51675769:clu_139790_
21	ENSG00000090097.22
21	chr3:52445355:52448512:clu_139910_
21	chr3:52720218:52720785:clu_139982_
22	chr3:118623645:118624515:clu_30138_
22	chr3:118624565:118647356:clu_30139_
22	ENSG00000121578.13
22	chr3:118954074:118955700:clu_30158_
22	chr3:118955134:118955700:clu_30158_
23	chr3:118623645:118624515:clu_30138_
23	chr3:118624565:118647356:clu_30139_
23	ENSG00000121578.13
23	chr3:118954074:118955700:clu_30158_
23	chr3:118955134:118955700:clu_30158_
24	chr4:65751566:65754046:clu_275523_
24	chr4:65751566:65792310:clu_275523_
24	chr4:65751566:65803325:clu_275523_
24	chr4:65792379:65803325:clu_275523_
24	chr4:65803553:65804991:clu_275524_
24	chr4:65805083:65806686:clu_275524_
24	chr4:65805754:65806686:clu_275524_
24	chr4:65806757:65843207:clu_275524_
24	ENSG00000250125.4
24	chr4:65803557:65870121:clu_275524_
24	chr4:65805083:65870121:clu_275524_
24	chr4:65806757:65870121:clu_275524_
24	chr4:65834703:65843207:clu_275524_
24	chr4:65843347:65848606:clu_275524_
24	chr4:65803557:65889955:clu_275524_
24	chr4:65834703:65870121:clu_275524_
24	chr4:65843347:65870121:clu_275524_
24	chr4:65848682:65870121:clu_275524_
24	chr4:65862273:65870121:clu_275524_
24	chr4:65843347:65889955:clu_275524_
24	chr4:65868878:65870121:clu_275524_
24	chr4:65869038:65870121:clu_275524_
24	chr4:65874630:65880764:clu_275524_
24	chr4:65880891:65889955:clu_275524_
24	chr4:66197846:66201650:clu_275528_
24	chr4:66201843:66213772:clu_275528_
24	ENSG00000145242.14
24	chr4:66509145:66535155:clu_275532_
24	chr4:66563749:66566026:clu_297043_
24	chr4:66563749:66567896:clu_297043_
24	chr4:66566123:66567896:clu_297043_
24	ENSG00000033178.13
24	chr4:68587355:68590387:clu_297070_
24	chr4:68598063:68611545:clu_297070_
24	ENSG00000248049.7
24	chr4:68928939:68945839:clu_297073_
27	ENSG00000170571.12
27	chr5:50046022:50052953:clu_168247_
27	chr5:50046022:50055477:clu_168247_
27	ENSG00000151883.19
27	chr5:50053049:50055477:clu_168247_
28	chr5:86668012:86670657:clu_169703_
28	chr5:86682720:86683046:clu_169705_
28	chr5:86682720:86685210:clu_169705_
28	chr5:87142758:87146091:clu_169715_
28	ENSG00000287862.1
28	chr5:87524345:87529065:clu_44073_
28	chr5:87532268:87536630:clu_44073_
28	chr5:87564844:87565285:clu_169721_
28	chr5:87564892:87566343:clu_169721_
28	chr5:87564844:87577859:clu_169721_
28	chr5:87566402:87577859:clu_169721_
28	chr5:87577923:87578420:clu_169722_
28	chr5:87577923:87578574:clu_169722_
28	chr5:87577923:87581561:clu_169722_
28	chr5:87578683:87581561:clu_169722_
28	chr5:87578903:87581561:clu_169722_
28	chr5:87577923:87583253:clu_169722_
28	chr5:87578683:87583253:clu_169722_
28	chr5:87578683:87583256:clu_169722_
28	chr5:87581668:87583253:clu_169722_
28	chr5:87581668:87587201:clu_169722_
28	chr5:87581668:87588385:clu_169722_
28	chr5:87583439:87587201:clu_169722_
28	chr5:87583439:87588385:clu_169722_
28	chr5:87587293:87588385:clu_169722_
28	chr5:87587621:87588385:clu_169722_
28	chr5:87588460:87588611:clu_169721_
28	chr5:87588460:87615467:clu_169721_
28	chr5:87588460:87621215:clu_169721_
28	chr5:87566402:87732090:clu_169721_
28	ENSG00000247828.8
28	chr5:87688159:87705890:clu_169721_
28	chr5:87706011:87713004:clu_169721_
28	chr5:87688159:87732090:clu_169721_
28	chr5:87706011:87720245:clu_169721_
28	chr5:87706011:87722458:clu_169721_
28	ENSG00000250156.3
28	chr5:87837888:87907482:clu_44088_
28	ENSG00000245526.11
28	chr5:87837888:87966854:clu_44088_
28	chr5:87963409:87966854:clu_44088_
28	ENSG00000250377.2
28	chr5:88201087:88243625:clu_169761_
28	chr5:88238939:88239950:clu_169761_
28	chr5:88238939:88243625:clu_169761_
28	chr5:88238939:88243953:clu_169761_
28	chr5:88243682:88243953:clu_169761_
28	chr5:88243736:88243953:clu_169761_
28	chr5:88247822:88249695:clu_169761_
28	chr5:88244032:88261658:clu_169761_
28	chr5:88261732:88261838:clu_169761_
28	ENSG00000248309.7
28	chr5:88499869:88673100:clu_169761_
28	chr5:88673179:88714269:clu_169763_
28	chr5:88673179:88761483:clu_169763_
28	chr5:88714518:88761483:clu_169763_
29	chr5:86668012:86670657:clu_169703_
29	chr5:86682720:86683046:clu_169705_
29	chr5:86682720:86685210:clu_169705_
29	chr5:87142758:87146091:clu_169715_
29	ENSG00000287862.1
29	chr5:87524345:87529065:clu_44073_
29	chr5:87532268:87536630:clu_44073_
29	chr5:87564844:87565285:clu_169721_
29	chr5:87564892:87566343:clu_169721_
29	chr5:87564844:87577859:clu_169721_
29	chr5:87566402:87577859:clu_169721_
29	chr5:87577923:87578420:clu_169722_
29	chr5:87577923:87578574:clu_169722_
29	chr5:87577923:87581561:clu_169722_
29	chr5:87578683:87581561:clu_169722_
29	chr5:87578903:87581561:clu_169722_
29	chr5:87577923:87583253:clu_169722_
29	chr5:87578683:87583253:clu_169722_
29	chr5:87578683:87583256:clu_169722_
29	chr5:87581668:87583253:clu_169722_
29	chr5:87581668:87587201:clu_169722_
29	chr5:87581668:87588385:clu_169722_
29	chr5:87583439:87587201:clu_169722_
29	chr5:87583439:87588385:clu_169722_
29	chr5:87587293:87588385:clu_169722_
29	chr5:87587621:87588385:clu_169722_
29	chr5:87588460:87588611:clu_169721_
29	chr5:87588460:87615467:clu_169721_
29	chr5:87588460:87621215:clu_169721_
29	chr5:87566402:87732090:clu_169721_
29	ENSG00000247828.8
29	chr5:87688159:87705890:clu_169721_
29	chr5:87706011:87713004:clu_169721_
29	chr5:87688159:87732090:clu_169721_
29	chr5:87706011:87720245:clu_169721_
29	chr5:87706011:87722458:clu_169721_
29	ENSG00000250156.3
29	chr5:87837888:87907482:clu_44088_
29	ENSG00000245526.11
29	chr5:87837888:87966854:clu_44088_
29	chr5:87963409:87966854:clu_44088_
29	ENSG00000250377.2
29	chr5:88201087:88243625:clu_169761_
29	chr5:88238939:88239950:clu_169761_
29	chr5:88238939:88243625:clu_169761_
29	chr5:88238939:88243953:clu_169761_
29	chr5:88243682:88243953:clu_169761_
29	chr5:88243736:88243953:clu_169761_
29	chr5:88247822:88249695:clu_169761_
29	chr5:88244032:88261658:clu_169761_
29	chr5:88261732:88261838:clu_169761_
29	ENSG00000248309.7
29	chr5:88499869:88673100:clu_169761_
29	chr5:88673179:88714269:clu_169763_
29	chr5:88673179:88761483:clu_169763_
29	chr5:88714518:88761483:clu_169763_
3	chr1:41536393:41537503:clu_211233_
3	chr1:42730860:42744019:clu_211281_
3	chr1:42731583:42744019:clu_211281_
3	chr1:42746106:42776721:clu_211281_
3	chr1:42896529:42898776:clu_211291_
3	ENSG00000066185.13
3	chr1:42905696:42914138:clu_211295_
3	chr1:42905696:42915589:clu_211295_
3	chr1:42902214:42921559:clu_211295_
3	chr1:42905696:42921559:clu_211295_
3	chr1:42905696:42921615:clu_211295_
3	chr1:42914306:42915589:clu_211295_
3	chr1:42914309:42915589:clu_211295_
3	chr1:42914309:42921559:clu_211295_
3	chr1:42915730:42921615:clu_211295_
3	chr1:42964587:42972618:clu_102918_
3	chr1:42964587:42986834:clu_102918_
3	chr1:42964587:43002147:clu_102918_
3	chr1:42986927:43031967:clu_102918_
3	ENSG00000186409.18
3	chr1:43032146:43042691:clu_102919_
3	chr1:43032146:43047031:clu_102919_
3	chr1:43042900:43046503:clu_102919_
3	chr1:43042900:43047031:clu_102919_
3	chr1:43042900:43047098:clu_102919_
3	chr1:43046652:43047031:clu_102919_
3	chr1:43049730:43054992:clu_102920_
3	chr1:43055154:43055966:clu_102921_
3	chr1:43074929:43076649:clu_102921_
3	chr1:43076761:43096075:clu_102922_
3	chr1:43096196:43102908:clu_102922_
3	ENSG00000171960.12
3	chr1:43212523:43212924:clu_211316_
3	chr1:43212523:43212943:clu_211316_
3	chr1:43221308:43223454:clu_211320_
3	ENSG00000164008.16
3	ENSG00000283580.3
3	chr1:43259412:43282102:clu_211323_
3	ENSG00000177868.12
3	chr1:43279571:43282102:clu_211323_
3	chr1:43279575:43282102:clu_211323_
3	chr1:43282251:43282425:clu_211324_
3	chr1:43291409:43296115:clu_102939_
3	chr1:43291409:43300709:clu_102939_
3	ENSG00000164010.15
3	chr1:43296786:43300709:clu_102939_
3	chr1:43315413:43316310:clu_102943_
3	ENSG00000117394.24
3	chr1:43425248:43426727:clu_102954_
3	chr1:43425248:43430192:clu_102954_
3	chr1:43425248:43431610:clu_102954_
3	chr1:43424598:43435920:clu_102954_
3	chr1:43424989:43435920:clu_102954_
3	chr1:43427867:43435920:clu_102954_
3	chr1:43430310:43435920:clu_102954_
3	chr1:43433345:43435920:clu_102954_
3	chr1:43436050:43439645:clu_102955_
3	chr1:43436065:43439645:clu_102955_
3	chr1:43436050:43448796:clu_102955_
3	chr1:43436065:43448796:clu_102955_
3	chr1:43439859:43445170:clu_102955_
3	chr1:43436050:43450097:clu_102955_
3	chr1:43436065:43450097:clu_102955_
3	ENSG00000227533.6
3	chr1:43439859:43448617:clu_102955_
3	chr1:43439859:43450097:clu_102955_
3	chr1:43446257:43448796:clu_102955_
3	chr1:43446257:43450097:clu_102955_
3	chr1:43436065:43461575:clu_102955_
3	chr1:43448982:43450097:clu_102955_
3	chr1:43450317:43450653:clu_102955_
3	chr1:43439859:43461575:clu_102955_
3	chr1:43436050:43466114:clu_102955_
3	chr1:43436065:43466114:clu_102955_
3	chr1:43439859:43466114:clu_102955_
3	chr1:43450317:43461575:clu_102955_
3	chr1:43450317:43466114:clu_102955_
3	chr1:43436050:43483517:clu_102955_
3	chr1:43436065:43483517:clu_102955_
3	chr1:43439859:43483517:clu_102955_
3	chr1:43450317:43483517:clu_102955_
3	chr1:43652530:43665061:clu_102969_
3	ENSG00000117395.13
3	chr1:43736464:43737855:clu_102982_
3	chr1:43738010:43738249:clu_102982_
3	chr1:43738010:43739305:clu_102982_
3	chr1:43775203:43776285:clu_102988_
3	ENSG00000066056.14
3	chr1:43779096:43779594:clu_102990_
3	chr1:43783743:43784917:clu_102992_
3	chr1:43785200:43786940:clu_102993_
3	chr1:43787386:43789807:clu_102994_
3	ENSG00000159479.17
3	chr1:43891822:43892039:clu_103021_
3	chr1:43898861:43900057:clu_103030_
3	chr1:43906257:43906895:clu_103034_
3	chr1:43906257:43906952:clu_103034_
3	chr1:43909148:43911565:clu_103037_
3	chr1:43915842:43916008:clu_103038_
3	chr1:43915842:43916510:clu_103038_
3	chr1:43916742:43917081:clu_211367_
3	chr1:43916742:43917099:clu_211367_
3	chr1:43917000:43917099:clu_211367_
3	chr1:43917008:43917099:clu_211367_
3	chr1:43917204:43917319:clu_211372_
3	chr1:43917388:43917499:clu_211373_
3	chr1:43917702:43917876:clu_211374_
3	chr1:43917717:43917876:clu_211374_
3	ENSG00000178922.18
3	chr1:43994427:44003869:clu_103039_
3	chr1:43996761:44003869:clu_103039_
3	chr1:44058272:44064391:clu_103056_
3	chr1:44063724:44064391:clu_103056_
3	ENSG00000126091.21
3	chr1:44386600:44387115:clu_103084_
3	chr1:44440779:44441472:clu_103111_
3	chr1:44440779:44441762:clu_103111_
3	chr1:44441520:44441762:clu_103111_
3	ENSG00000117410.14
3	chr1:44450727:44450950:clu_103117_
3	chr1:44451072:44455970:clu_103117_
3	chr1:44679221:44679335:clu_103147_
3	ENSG00000178028.14
3	chr1:44713710:44717085:clu_211461_
3	chr1:44804994:44818522:clu_211462_
3	ENSG00000187147.18
3	chr1:45101834:45103982:clu_103162_
3	chr1:45101834:45110370:clu_103162_
3	chr1:45150328:45155348:clu_103214_
3	chr1:45153991:45154763:clu_103214_
3	chr1:45140545:45169761:clu_103214_
3	chr1:45154896:45155414:clu_103214_
3	chr1:45155546:45169761:clu_103214_
3	chr1:45140545:45189794:clu_103214_
3	chr1:45165928:45166595:clu_103214_
3	chr1:45166791:45187852:clu_103214_
3	chr1:45169845:45187852:clu_103214_
3	chr1:45169845:45189475:clu_103214_
3	chr1:45169845:45189617:clu_103214_
3	chr1:45189578:45189657:clu_103214_
3	ENSG00000142937.12
3	ENSG00000280670.3
3	chr1:46016827:46032241:clu_103333_
3	chr1:46690182:46705450:clu_103405_
30	chr5:86668012:86670657:clu_169703_
30	chr5:86682720:86683046:clu_169705_
30	chr5:86682720:86685210:clu_169705_
30	chr5:87142758:87146091:clu_169715_
30	ENSG00000287862.1
30	chr5:87524345:87529065:clu_44073_
30	chr5:87532268:87536630:clu_44073_
30	chr5:87564844:87565285:clu_169721_
30	chr5:87564892:87566343:clu_169721_
30	chr5:87564844:87577859:clu_169721_
30	chr5:87566402:87577859:clu_169721_
30	chr5:87577923:87578420:clu_169722_
30	chr5:87577923:87578574:clu_169722_
30	chr5:87577923:87581561:clu_169722_
30	chr5:87578683:87581561:clu_169722_
30	chr5:87578903:87581561:clu_169722_
30	chr5:87577923:87583253:clu_169722_
30	chr5:87578683:87583253:clu_169722_
30	chr5:87578683:87583256:clu_169722_
30	chr5:87581668:87583253:clu_169722_
30	chr5:87581668:87587201:clu_169722_
30	chr5:87581668:87588385:clu_169722_
30	chr5:87583439:87587201:clu_169722_
30	chr5:87583439:87588385:clu_169722_
30	chr5:87587293:87588385:clu_169722_
30	chr5:87587621:87588385:clu_169722_
30	chr5:87588460:87588611:clu_169721_
30	chr5:87588460:87615467:clu_169721_
30	chr5:87588460:87621215:clu_169721_
30	chr5:87566402:87732090:clu_169721_
30	ENSG00000247828.8
30	chr5:87688159:87705890:clu_169721_
30	chr5:87706011:87713004:clu_169721_
30	chr5:87688159:87732090:clu_169721_
30	chr5:87706011:87720245:clu_169721_
30	chr5:87706011:87722458:clu_169721_
30	ENSG00000250156.3
30	chr5:87837888:87907482:clu_44088_
30	ENSG00000245526.11
30	chr5:87837888:87966854:clu_44088_
30	chr5:87963409:87966854:clu_44088_
30	ENSG00000250377.2
30	chr5:88201087:88243625:clu_169761_
30	chr5:88238939:88239950:clu_169761_
30	chr5:88238939:88243625:clu_169761_
30	chr5:88238939:88243953:clu_169761_
30	chr5:88243682:88243953:clu_169761_
30	chr5:88243736:88243953:clu_169761_
30	chr5:88247822:88249695:clu_169761_
30	chr5:88244032:88261658:clu_169761_
30	chr5:88261732:88261838:clu_169761_
30	ENSG00000248309.7
30	chr5:88499869:88673100:clu_169761_
30	chr5:88673179:88714269:clu_169763_
30	chr5:88673179:88761483:clu_169763_
30	chr5:88714518:88761483:clu_169763_
31	chr5:102433485:102440245:clu_44407_
31	chr5:102515889:102518935:clu_170052_
32	ENSG00000145817.17
32	chr5:144852878:144866971:clu_46195_
32	chr5:145044908:145050327:clu_46195_
32	chr5:145083858:145144494:clu_46195_
32	chr5:145140088:145144494:clu_46195_
32	chr5:145202697:145214740:clu_46197_
32	ENSG00000173261.9
32	chr5:145508342:145508541:clu_46206_
32	chr5:145508345:145508541:clu_46206_
32	ENSG00000133706.19
32	chr5:145609473:145610217:clu_171859_
32	chr5:145609473:145610220:clu_171859_
32	chr5:145864813:145872483:clu_171871_
32	chr5:146557052:146559474:clu_46273_
33	ENSG00000112293.15
33	chr6:24554859:24556835:clu_243309_
33	chr6:24601436:24645855:clu_243328_
33	chr6:24716552:24720088:clu_243338_
33	chr6:25082107:25084708:clu_243350_
33	chr6:25082107:25097289:clu_243350_
33	chr6:25093916:25097289:clu_243350_
33	chr6:25097429:25108804:clu_243352_
33	chr6:25106757:25107336:clu_243352_
33	chr6:25106754:25108804:clu_243352_
33	chr6:25106757:25108804:clu_243352_
33	chr6:25107418:25108804:clu_243352_
33	chr6:25109809:25113820:clu_243353_
33	chr6:25110331:25115219:clu_243353_
33	chr6:25114010:25114537:clu_243353_
33	chr6:25166577:25167523:clu_243355_
33	chr6:25166577:25232708:clu_243355_
33	ENSG00000168405.17
33	chr6:25993146:25994225:clu_174721_
33	chr6:25993146:25998131:clu_174721_
33	chr6:25993759:25998131:clu_174721_
33	chr6:25994370:25998131:clu_174721_
33	ENSG00000272462.3
33	chr6:26108299:26123743:clu_243374_
33	ENSG00000180596.7
33	chr6:26158787:26159506:clu_174732_
33	chr6:26147408:26171203:clu_174732_
33	ENSG00000274750.2
33	chr6:26368495:26368793:clu_174756_
33	ENSG00000186470.14
33	chr6:26370831:26373125:clu_174757_
33	chr6:26370831:26373504:clu_174757_
33	chr6:26373325:26373504:clu_174757_
33	chr6:26375026:26375743:clu_174758_
33	chr6:26375026:26376025:clu_174758_
33	chr6:26383472:26384020:clu_174759_
33	ENSG00000124508.17
33	ENSG00000026950.17
33	chr6:26411809:26412640:clu_174763_
33	chr6:26411809:26413397:clu_174763_
33	ENSG00000111801.16
33	chr6:26538729:26540129:clu_174779_
33	chr6:26538729:26545355:clu_174779_
33	chr6:26540254:26545355:clu_174779_
33	ENSG00000241549.8
33	chr6:26893054:26894517:clu_243445_
33	chr6:26893054:26918865:clu_243445_
33	chr6:26894550:26918865:clu_243445_
33	chr6:26893054:26924168:clu_243445_
33	chr6:26893054:26924245:clu_243445_
33	chr6:26894550:26924168:clu_243445_
33	chr6:26893054:26932313:clu_243445_
33	chr6:26918938:26924168:clu_243445_
33	chr6:26918938:26924245:clu_243445_
33	chr6:26936301:26941300:clu_174801_
33	chr6:26936301:26941504:clu_174801_
33	chr6:26936301:26988335:clu_174801_
33	ENSG00000224843.8
33	chr6:26990347:26990988:clu_174801_
33	chr6:26991176:26993512:clu_174801_
33	chr6:26993623:26993986:clu_174801_
33	chr6:26991176:27026855:clu_174801_
33	chr6:26993623:27026475:clu_174801_
33	chr6:27331081:27335296:clu_243458_
33	chr6:27331081:27337915:clu_243458_
33	chr6:27335391:27337915:clu_243458_
33	chr6:27331081:27342973:clu_243458_
33	chr6:27338003:27342910:clu_243458_
33	chr6:27338003:27342973:clu_243458_
33	chr6:27338022:27342973:clu_243458_
33	chr6:27342916:27367221:clu_174831_
33	ENSG00000124613.9
33	chr6:27356822:27357270:clu_174831_
33	chr6:27356854:27357270:clu_174831_
33	chr6:27356822:27358759:clu_174831_
33	chr6:27356822:27367221:clu_174831_
33	chr6:27357651:27367221:clu_174831_
33	chr6:27356854:27368072:clu_174831_
33	chr6:27362874:27365236:clu_174831_
33	chr6:27365355:27367221:clu_174831_
33	chr6:27440212:27440508:clu_243462_
33	chr6:27440212:27440752:clu_243462_
33	chr6:28030796:28048404:clu_243497_
33	ENSG00000269293.3
33	chr6:28046750:28048404:clu_243497_
33	chr6:28084229:28090862:clu_243498_
33	chr6:28092755:28093191:clu_174871_
33	chr6:28130544:28132527:clu_174875_
33	ENSG00000226314.8
33	chr6:28130544:28137180:clu_174875_
33	chr6:28132679:28137180:clu_174875_
33	chr6:28136309:28137180:clu_174875_
33	chr6:28193046:28194790:clu_174881_
33	chr6:28193144:28194790:clu_174881_
33	chr6:28193144:28194906:clu_174881_
33	chr6:28193784:28194790:clu_174881_
33	chr6:28195282:28195443:clu_174882_
33	chr6:28195615:28195791:clu_174881_
33	chr6:28193108:28200340:clu_174881_
33	chr6:28195615:28198114:clu_174881_
33	chr6:28195615:28200340:clu_174881_
33	chr6:28195900:28200340:clu_174881_
33	chr6:28198266:28200340:clu_174881_
33	chr6:28213753:28214747:clu_243504_
33	chr6:28214870:28217465:clu_243504_
33	chr6:28217612:28219645:clu_243504_
33	chr6:28239712:28239862:clu_174884_
33	chr6:28239712:28240447:clu_174884_
33	chr6:28240116:28240447:clu_174884_
33	ENSG00000197062.12
33	chr6:28283923:28293813:clu_243511_
33	chr6:28283983:28293813:clu_243511_
33	chr6:28292583:28294275:clu_243511_
33	chr6:28283923:28304567:clu_243511_
33	chr6:28295310:28303607:clu_243511_
33	chr6:28295310:28303859:clu_243511_
33	chr6:28297491:28303607:clu_243511_
33	chr6:28297555:28303607:clu_243511_
33	chr6:28297491:28303859:clu_243511_
33	chr6:28297555:28303859:clu_243511_
33	chr6:28297447:28304567:clu_243511_
33	chr6:28297462:28304567:clu_243511_
33	chr6:28283983:28321639:clu_243511_
33	chr6:28304245:28304567:clu_243511_
33	chr6:28304720:28309523:clu_243511_
33	chr6:28305670:28309523:clu_243511_
33	ENSG00000235109.7
33	chr6:28295310:28321639:clu_243511_
33	chr6:28297491:28321639:clu_243511_
33	chr6:28297555:28321639:clu_243511_
33	chr6:28304720:28321095:clu_243511_
33	chr6:28304720:28321135:clu_243511_
33	chr6:28309572:28321639:clu_243511_
33	chr6:28321259:28321639:clu_243511_
33	ENSG00000189298.14
33	chr6:28328458:28329101:clu_174890_
33	chr6:28331162:28331469:clu_174891_
33	chr6:28402855:28403636:clu_243516_
33	ENSG00000187987.9
33	chr6:28404120:28407852:clu_243516_
33	chr6:28402855:28411176:clu_243516_
33	chr6:28404120:28411176:clu_243516_
33	ENSG00000204713.11
33	chr6:28971371:28971675:clu_243548_
33	chr6:28971991:28973345:clu_243548_
34	ENSG00000112293.15
34	chr6:24554859:24556835:clu_243309_
34	chr6:24601436:24645855:clu_243328_
34	chr6:24716552:24720088:clu_243338_
34	chr6:25082107:25084708:clu_243350_
34	chr6:25082107:25097289:clu_243350_
34	chr6:25093916:25097289:clu_243350_
34	chr6:25097429:25108804:clu_243352_
34	chr6:25106757:25107336:clu_243352_
34	chr6:25106754:25108804:clu_243352_
34	chr6:25106757:25108804:clu_243352_
34	chr6:25107418:25108804:clu_243352_
34	chr6:25109809:25113820:clu_243353_
34	chr6:25110331:25115219:clu_243353_
34	chr6:25166577:25167523:clu_243355_
34	ENSG00000168405.17
34	chr6:25993146:25994225:clu_174721_
34	chr6:25993146:25998131:clu_174721_
34	chr6:25993759:25998131:clu_174721_
34	chr6:25994370:25998131:clu_174721_
34	ENSG00000272462.3
34	chr6:26108299:26123743:clu_243374_
34	ENSG00000180596.7
34	chr6:26158787:26159506:clu_174732_
34	chr6:26147408:26171203:clu_174732_
34	ENSG00000274750.2
34	chr6:26368495:26368793:clu_174756_
34	ENSG00000186470.14
34	chr6:26370831:26373125:clu_174757_
34	chr6:26370831:26373504:clu_174757_
34	chr6:26373325:26373504:clu_174757_
34	chr6:26375026:26375743:clu_174758_
34	chr6:26375026:26376025:clu_174758_
34	chr6:26383472:26384020:clu_174759_
34	ENSG00000124508.17
34	ENSG00000026950.17
34	chr6:26411809:26412640:clu_174763_
34	chr6:26411809:26413397:clu_174763_
34	ENSG00000111801.16
34	chr6:26538729:26540129:clu_174779_
34	chr6:26538729:26545355:clu_174779_
34	chr6:26540254:26545355:clu_174779_
34	ENSG00000241549.8
34	chr6:26893054:26894517:clu_243445_
34	chr6:26893054:26918865:clu_243445_
34	chr6:26894550:26918865:clu_243445_
34	chr6:26893054:26924168:clu_243445_
34	chr6:26893054:26924245:clu_243445_
34	chr6:26894550:26924168:clu_243445_
34	chr6:26893054:26932313:clu_243445_
34	chr6:26918938:26924168:clu_243445_
34	chr6:26918938:26924245:clu_243445_
34	chr6:26936301:26941300:clu_174801_
34	chr6:26936301:26941504:clu_174801_
34	chr6:26936301:26988335:clu_174801_
34	ENSG00000224843.8
34	chr6:26990347:26990988:clu_174801_
34	chr6:26991176:26993512:clu_174801_
34	chr6:26993623:26993986:clu_174801_
34	chr6:26991176:27026855:clu_174801_
34	chr6:26993623:27026475:clu_174801_
34	chr6:27331081:27335296:clu_243458_
