locus	isoform
54	ENST00000552778.2_1
55	ENST00000649720.1_2
55	ENST00000648989.1_2
55	ENST00000400163.7_6
55	ENST00000649101.1_1
55	ENST00000360467.7_3
55	ENST00000650540.1_1
55	ENST00000617564.2_4
55	ENST00000480609.1_2
55	ENST00000540006.5_2
55	ENST00000537802.5_2
55	ENST00000539405.1_2
55	ENST00000537743.1_2
55	ENST00000257347.9_3
55	ENST00000535398.5_2
55	ENST00000538077.2_1
55	ENST00000426991.2_3
55	ENST00000489973.6_2
55	ENST00000310847.8_2
55	ENST00000620246.1_2
55	ENST00000664746.1_2
55	ENST00000317133.9_3
55	ENST00000425094.2_2
55	ENST00000491775.5_1
55	ENST00000469877.5_2
55	ENST00000544132.2_1
55	ENST00000491688.1_1
55	ENST00000497241.5_1
56	ENST00000586511.1_2
56	ENST00000317571.8_3
56	ENST00000578150.1_1
56	ENST00000579713.1_2
56	ENST00000579214.1_1
56	ENST00000399441.4_2
56	ENST00000579851.5_2
56	ENST00000319481.8_3
56	ENST00000668994.1_2
56	ENST00000579640.5_2
56	ENST00000269142.9_1
56	ENST00000517112.1
56	ENST00000584088.1_2
57	ENST00000442544.7_3
57	ENST00000583136.5_5
57	ENST00000577361.5_1
57	ENST00000583576.1_1
57	ENST00000577727.1_1
58	ENST00000622184.4_1
59	ENST00000622184.4_1
6	ENST00000464165.1_1
6	ENST00000370203.9_2
6	ENST00000492639.5_1
6	ENST00000473397.1_1
6	ENST00000459735.5_1
60	ENST00000622184.4_1
61	ENST00000444981.5_2
61	ENST00000472855.5_2
61	ENST00000487502.1_2
61	ENST00000377026.4_4
61	ENST00000617876.4_4
61	ENST00000398411.5_2
61	ENST00000398409.1_2
61	ENST00000664459.1_1
61	ENST00000537502.5_2
61	ENST00000376726.3_2
61	ENST00000665377.1_3
61	ENST00000354989.9_1
61	ENST00000450393.5_2
61	ENST00000461642.2_2
61	ENST00000649818.1_2
61	ENST00000659462.1_2
7	ENST00000464165.1_1
7	ENST00000370203.9_2
7	ENST00000492639.5_1
7	ENST00000473397.1_1
7	ENST00000459735.5_1
8	ENST00000460019.1_2
8	ENST00000306031.5_2
8	ENST00000413670.2_1
8	ENST00000667128.1_2
8	ENST00000648602.1_2
8	ENST00000529992.5_1
9	ENST00000254521.7_1
9	ENST00000649629.1_1
9	ENST00000488656.1_1
9	ENST00000427213.5_2
9	ENST00000428971.2_2
9	ENST00000449680.5_2
9	ENST00000450453.6_4
9	ENST00000271452.8_2
9	ENST00000527439.5_1
9	ENST00000527120.1_1
