locus	gene
51	ENSG00000228261
51	ENSG00000148841
51	ENSG00000266754
51	ENSG00000120051
51	ENSG00000226387
51	ENSG00000213260
51	ENSG00000229775
52	ENSG00000245573
52	ENSG00000148943
52	ENSG00000255094
52	ENSG00000176697
52	ENSG00000169519
52	ENSG00000255496
52	ENSG00000272882
52	ENSG00000121621
52	ENSG00000249867
52	ENSG00000254530
52	ENSG00000248990
52	ENSG00000255450
52	ENSG00000255029
52	ENSG00000261340
53	ENSG00000258679
53	ENSG00000025423
53	ENSG00000198056
53	ENSG00000170426
53	ENSG00000257449
53	ENSG00000139547
53	ENSG00000257303
53	ENSG00000166888
53	ENSG00000257740
53	ENSG00000135517
53	ENSG00000166856
53	ENSG00000166881
53	ENSG00000182199
53	ENSG00000166860
53	ENSG00000176422
53	ENSG00000257541
53	ENSG00000123427
53	ENSG00000135439
53	ENSG00000123297
53	ENSG00000135454
53	ENSG00000166896
53	ENSG00000111012
53	ENSG00000175197
53	ENSG00000222210
53	ENSG00000270039
53	ENSG00000166908
53	ENSG00000123329
53	ENSG00000240771
53	ENSG00000255737
53	ENSG00000257921
53	ENSG00000135452
53	ENSG00000257499
53	ENSG00000258001
53	ENSG00000257159
53	ENSG00000257698
53	ENSG00000139263
53	ENSG00000259125
53	ENSG00000135446
53	ENSG00000139266
53	ENSG00000257288
53	ENSG00000241423
53	ENSG00000257668
53	ENSG00000242990
53	ENSG00000257259
53	ENSG00000257953
53	ENSG00000135502
53	ENSG00000257230
53	ENSG00000257342
53	ENSG00000135407
53	ENSG00000258231
54	ENSG00000049130
54	ENSG00000246363
54	ENSG00000257480
54	ENSG00000226982
54	ENSG00000198707
54	ENSG00000258216
54	ENSG00000139324
54	ENSG00000257156
54	ENSG00000257194
54	ENSG00000139323
54	ENSG00000258302
54	ENSG00000257725
54	ENSG00000271259
54	ENSG00000270344
54	ENSG00000271614
54	ENSG00000257594
54	ENSG00000139318
54	ENSG00000257820
55	ENSG00000255813
55	ENSG00000185950
55	ENSG00000201161
55	ENSG00000225239
55	ENSG00000225760
55	ENSG00000255874
55	ENSG00000224821
55	ENSG00000225870
55	ENSG00000102606
55	ENSG00000134871
55	ENSG00000236053
55	ENSG00000259831
55	ENSG00000234854
55	ENSG00000227352
55	ENSG00000265885
55	ENSG00000134905
55	ENSG00000213995
55	ENSG00000255831
55	ENSG00000153487
55	ENSG00000233644
55	ENSG00000088448
55	ENSG00000153495
55	ENSG00000231428
55	ENSG00000235875
55	ENSG00000227105
55	ENSG00000232814
55	ENSG00000139832
55	ENSG00000204398
56	ENSG00000154040
56	ENSG00000265750
56	ENSG00000266495
56	ENSG00000141447
56	ENSG00000264745
56	ENSG00000266489
56	ENSG00000154059
56	ENSG00000273321
56	ENSG00000265485
56	ENSG00000266181
56	ENSG00000264345
56	ENSG00000264695
56	ENSG00000198795
56	ENSG00000266520
56	ENSG00000263553
56	ENSG00000267301
56	ENSG00000134489
56	ENSG00000266573
56	ENSG00000266809
56	ENSG00000265259
56	ENSG00000242216
56	ENSG00000264193
56	ENSG00000141380
56	ENSG00000264911
56	ENSG00000263677
56	ENSG00000134504
56	ENSG00000141384
57	ENSG00000266335
57	ENSG00000187323
57	ENSG00000215457
57	ENSG00000260433
57	ENSG00000263438
57	ENSG00000264263
57	ENSG00000101751
57	ENSG00000134046
57	ENSG00000166845
57	ENSG00000041353
57	ENSG00000174448
58	ENSG00000173404
58	ENSG00000229500
58	ENSG00000234104
58	ENSG00000188559
58	ENSG00000232712
58	ENSG00000101343
58	ENSG00000225417
58	ENSG00000227693
58	ENSG00000088970
58	ENSG00000088930
58	ENSG00000214535
58	ENSG00000226405
58	ENSG00000125820
58	ENSG00000233492
58	ENSG00000228604
59	ENSG00000173404
59	ENSG00000188559
59	ENSG00000229500
59	ENSG00000234104
59	ENSG00000232712
59	ENSG00000101343
59	ENSG00000225417
59	ENSG00000227693
59	ENSG00000088970
59	ENSG00000088930
59	ENSG00000214535
59	ENSG00000226405
59	ENSG00000125820
59	ENSG00000233492
59	ENSG00000228604
6	ENSG00000228971
6	ENSG00000122481
6	ENSG00000235501
6	ENSG00000152078
6	ENSG00000224081
6	ENSG00000237435
6	ENSG00000237954
6	ENSG00000226026
6	ENSG00000117569
6	ENSG00000226128
6	ENSG00000228057
6	ENSG00000270911
6	ENSG00000232542
60	ENSG00000173404
60	ENSG00000188559
60	ENSG00000229500
60	ENSG00000234104
60	ENSG00000232712
60	ENSG00000101343
60	ENSG00000225417
60	ENSG00000227693
60	ENSG00000088970
60	ENSG00000088930
60	ENSG00000214535
60	ENSG00000226405
60	ENSG00000125820
60	ENSG00000233492
60	ENSG00000228604
61	ENSG00000234646
61	ENSG00000230387
61	ENSG00000132671
61	ENSG00000125810
61	ENSG00000125823
61	ENSG00000125814
61	ENSG00000178726
61	ENSG00000230133
61	ENSG00000101439
61	ENSG00000125812
61	ENSG00000213882
61	ENSG00000132661
61	ENSG00000270001
61	ENSG00000170373
61	ENSG00000101463
61	ENSG00000232200
61	ENSG00000200231
61	ENSG00000100987
61	ENSG00000154930
61	ENSG00000230725
61	ENSG00000100997
61	ENSG00000231015
61	ENSG00000101474
61	ENSG00000197586
61	ENSG00000101004
61	ENSG00000236151
61	ENSG00000175170
61	ENSG00000100994
61	ENSG00000228593
7	ENSG00000228971
7	ENSG00000122481
7	ENSG00000235501
7	ENSG00000152078
7	ENSG00000224081
7	ENSG00000237435
7	ENSG00000237954
7	ENSG00000226026
7	ENSG00000117569
7	ENSG00000226128
7	ENSG00000228057
7	ENSG00000270911
7	ENSG00000232542
8	ENSG00000226128
8	ENSG00000228057
8	ENSG00000270911
8	ENSG00000232542
8	ENSG00000188641
8	ENSG00000259946
8	ENSG00000225206
8	ENSG00000226053
8	ENSG00000162627
8	ENSG00000117598
8	ENSG00000224445
8	ENSG00000117600
8	ENSG00000232825
9	ENSG00000132196
9	ENSG00000185860
9	ENSG00000162733
9	ENSG00000232995
9	ENSG00000243173
9	ENSG00000227941
9	ENSG00000117152
9	ENSG00000198574
9	ENSG00000143248
9	ENSG00000143228
9	ENSG00000232892
9	ENSG00000152332
9	ENSG00000185630
9	ENSG00000212538
9	ENSG00000233693
9	ENSG00000225719
9	ENSG00000228289
